dataId,label,accX,accY,accZ,gyroX,gyroY,gyroZ
4,UpDown,-0.3111,-9.5713,14.2947,203.8803,431.1003,260.1704
4,UpDown,-2.7039,-11.3324,17.7882,290.3749,327.444,192.8968
4,UpDown,-5.2786,-12.9356,21.8178,54.9172,50.7984,-75.5112
4,UpDown,-6.0826,-14.3952,25.3448,93.3593,-791.4948,-556.7235
4,UpDown,-5.3982,-12.2991,23.0907,823.7586,-2285.9302,-858.0819
4,UpDown,-4.3789,-11.0405,12.9643,1301.5386,-3200.9888,-989.8833
4,UpDown,-3.6419,-11.0405,6.4319,609.5814,-2834.416,-1382.5415
4,UpDown,-2.4981,-8.5567,5.336,-19.221,-2389.5864,-1763.5299
4,UpDown,-1.2873,-6.2788,3.9099,-45.9932,-2493.2427,-1985.9447
4,UpDown,-0.402,-1.6271,0.7322,-32.2639,-2408.8076,-1964.6643
4,UpDown,1.8138,1.8999,-2.8187,124.9367,-2219.343,-1506.7917
4,UpDown,3.1729,3.7854,-5.9581,210.7449,-1484.1384,-956.2465
4,UpDown,3.8859,4.8861,-7.614,155.1412,-855.3361,-354.9026
4,UpDown,4.3454,3.7998,-6.451,-1.3729,-9.6105,229.2795
4,UpDown,3.3691,0.8614,-3.6897,-46.6797,444.1432,339.8004
4,UpDown,3.082,0.7944,-0.0766,69.333,434.5327,479.8394
4,UpDown,2.4311,-0.6843,-2.4359,308.223,305.4771,457.8725
4,UpDown,1.9956,-0.6652,-5.1541,265.6621,692.6437,258.111
4,UpDown,2.6177,3.929,-3.6945,72.7653,1053.0381,542.9942
4,UpDown,2.8235,3.5174,-3.7998,431.1003,1066.0809,1170.4237
4,UpDown,0.8758,-1.9047,-3.7615,203.1938,1657.1277,1125.8035
4,UpDown,0.4929,-2.7805,1.7324,-472.9747,2079.304,790.8083
4,UpDown,1.4596,-0.8088,4.3884,-269.7809,1651.636,1039.3088
4,UpDown,0.7035,-4.5942,2.077,-173.6758,1815.0148,1114.8199
4,UpDown,-1.5984,-6.4845,5.0393,-750.9933,2535.1172,909.5668
4,UpDown,-4.4794,-5.7236,14.5771,-1952.9943,3144.6987,834.7421
4,UpDown,-3.8046,-7.8102,22.0331,-1586.4219,1859.6351,1018.7148
4,UpDown,-4.1396,-13.0026,18.6832,-722.1617,547.113,884.8541
4,UpDown,-3.7184,-14.7446,12.615,-619.1919,436.5921,251.2464
4,UpDown,-3.0915,-10.8347,12.3805,-711.1782,598.598,215.5502
4,UpDown,-2.9527,-10.7103,14.9169,-637.7264,427.668,411.8793
4,UpDown,-3.0628,-13.6152,15.0604,-538.8754,126.9961,24.0263
4,UpDown,-1.943,-11.0453,12.8638,-403.6417,-123.5638,-94.7322
4,UpDown,-0.8327,-9.4038,11.0596,-232.7118,-255.3652,17.8481
4,UpDown,-0.4211,-9.6574,9.4804,-63.8413,-306.8501,13.7293
4,UpDown,-0.3063,-9.4804,8.6381,47.3661,-290.3749,0.6865
4,UpDown,-0.402,-10.1647,8.394,70.7059,-271.8403,-207.999
4,UpDown,-0.0957,-7.949,8.1835,113.9533,-299.9854,-263.6028
4,UpDown,0.3015,-6.9248,7.2885,207.999,-380.9883,-193.5833
4,UpDown,0.4642,-6.4654,6.1256,183.2863,-317.8335,-168.1841
4,UpDown,0.3254,-6.4415,6.0251,87.8676,-177.7946,-162.0059
4,UpDown,0.5025,-5.2546,6.7143,83.0623,-190.8374,-75.5112
4,UpDown,0.4881,-6.0826,6.274,81.0029,-214.1772,0
4,UpDown,0.4403,-6.518,5.8481,10.297,-135.9202,-43.2473
4,UpDown,0.5025,-6.3362,5.8385,-32.2639,-54.9172,-56.9766
5,LeftRight,0.3206,0.0479,9.9063,-37.7556,-39.815,-18.5346
5,LeftRight,0.3494,0.0144,10.1121,-40.5015,-64.5278,-34.3233
5,LeftRight,0.2584,-0.2393,10.1599,-48.0526,-86.4947,-54.9172
5,LeftRight,0.0909,-0.6126,10.3179,-54.9172,-89.927,-96.7916
5,LeftRight,0,-0.7418,10.3848,-54.2308,-129.0555,-136.6066
5,LeftRight,-0.1005,-1.0863,10.4662,-15.1022,-155.8277,-181.2269
5,LeftRight,-0.3541,-1.6367,10.2604,13.7293,-164.0652,-249.187
5,LeftRight,-0.804,-3.9386,10.9974,124.9367,-185.3457,-453.7537
5,LeftRight,-1.2634,-4.1348,11.586,143.4713,-227.2201,-580.0634
5,LeftRight,-1.7324,-5.0536,12.4953,245.7547,-352.8433,-720.7888
5,LeftRight,-2.345,-8.2361,11.6722,326.7576,-480.5258,-1111.3877
5,LeftRight,-2.3737,-7.2933,10.8969,301.3584,-559.4694,-1491.0031
5,LeftRight,-2.5412,-5.1398,10.6385,146.2171,-711.1782,-1642.7119
5,LeftRight,-2.8522,-4.7761,9.1119,369.3185,-612.3272,-1764.9028
5,LeftRight,-2.9001,-3.6754,8.7817,477.0935,-548.486,-1891.8989
5,LeftRight,-2.7565,-3.1777,9.1693,509.3574,-533.3837,-2074.4988
5,LeftRight,-2.7805,-2.5699,9.1214,457.8725,-539.5619,-2251.6069
5,LeftRight,-2.8475,-2.3067,9.3607,337.0546,-592.4197,-2479.5134
5,LeftRight,-3.015,-0.4211,9.8393,56.9766,-715.2971,-2691.6313
5,LeftRight,-3.216,2.7278,8.6429,-155.8277,-792.1812,-2721.1494
5,LeftRight,-3.4457,5.5944,5.7858,17.1616,-582.8092,-2445.8767
5,LeftRight,-3.5366,6.2692,6.1926,130.4285,-577.3175,-2284.5574
5,LeftRight,-3.3165,7.1545,5.2499,427.668,-240.2629,-2183.6467
